,Mean,SD,Skewness,Excess Kurtosis,RR ratio
NTRS,0.00027692272255518965,0.021035495586734353,-1.1789532922961294,3.8639803456009023,0.013164544729330069
CVX,0.00020930020239003826,0.016211896649798576,-0.09125200236142064,1.1644016886513917,0.012910284768724991
ABC,0.00015153105026735305,0.011915547120642371,-0.2681583919791136,2.9969538335872814,0.012717087073982714
UDR,0.00020785506799845009,0.017007125910270232,0.1297432678760596,0.058813154060746164,0.012221645743971998
CHRW,0.0001810929511135528,0.015211490298432011,0.488529925665657,0.6265845795513578,0.01190501045990344
MKC,0.00019177588805306285,0.01757699449194529,1.037695451478571,10.012113321043078,0.010910618885438277
ABBV,0.00011502767852524907,0.010941010028152153,-0.251763674982455,0.19764799975831382,0.010513442381395595
WEC,0.0001419836512416599,0.013653641580492853,0.6080867059082897,0.8647866769302754,0.010398958432050385
SPGI,0.00014909670937760756,0.014669825611061185,-0.1209246577330674,0.004656828347227915,0.010163495690445511
F,0.0002618198187595847,0.025942056244161262,-0.620635824251248,0.8006200860103494,0.010092485202228796
EMN,0.0001947599529777486,0.019554678113994542,-0.38882157196664324,0.7512434184449748,0.009959762663562653
EXPE,0.0002479654858177319,0.025005952058980447,-0.5527847194510419,0.932775689664032,0.009916258546479916
KO,8.259298923492578e-05,0.008542570362190945,-0.3341689828707808,1.3479189832609357,0.009668400227697141
DAL,0.0001915812450734413,0.01984359171254153,-0.418814958822406,0.8204408157833574,0.009654564952188483
PM,0.00010111144570809672,0.010498399872224604,0.04492956285354628,-0.13353658225333165,0.009631129213853356
PNW,0.00012313834627160125,0.014445468424085985,0.407300000588742,0.059907675725543896,0.00852435813478251
TECH,0.00016604590788195218,0.019685846230029818,-0.02387214108548798,0.07611230222484844,0.008434786391283351
WY,0.00013630472469907784,0.017053143384220506,-0.04964712117792294,-0.04893071523142556,0.007992938406018585
GIS,9.911573553366151e-05,0.013484714139233179,-0.21323741156595652,3.270779776193666,0.007350228896976664
PG,6.823711801590891e-05,0.009324890368563413,-0.1182178250062229,0.5653938467648363,0.007317739439163131
XEL,9.897293229023643e-05,0.013767810198574303,0.3589472710438558,0.5790541361897588,0.007188719982534722
KMI,8.176892090208905e-05,0.011593330765506768,-0.11853657038751349,-0.5634518377760469,0.0070530999723887175
L,8.530626449791638e-05,0.01465037916793617,-0.42502558783689015,0.29997980067916075,0.005822802503611492
BKR,0.000121629794264322,0.02107734818322994,-0.4333757358719178,-0.21399340658510546,0.005770640272531815
ED,6.998122652596893e-05,0.012403568003306593,0.07513620967365978,0.9635955406572423,0.005642023852113606
CTLT,0.0002612800464431445,0.0489740708092492,-2.64699692057563,21.975974807921748,0.0053350689890741
APH,6.565770874963666e-05,0.012452264873977818,-0.34393378829904425,0.08122780015610997,0.005272752339764726
MAS,9.218832979309671e-05,0.018698360658717838,0.15755151305904144,0.2977960489960476,0.004930289423533782
EXR,8.70428345591647e-05,0.020670736870621743,-0.3017329840958967,0.4201520555129368,0.004210920738044623
HSIC,4.802015893012879e-05,0.015527152383790838,-0.9604576595496767,4.128364601883949,0.00309265715587735
LH,3.922411558461621e-05,0.013526360417911297,-0.020791711662361996,0.03564154812749187,0.0028998277713106427
EXC,3.3641663112242645e-05,0.012701535804667242,-0.03494779972960195,-0.21700665570805988,0.0026486295539064537
AME,3.087108476078297e-05,0.013592675605154703,-0.12709585717895863,0.7813055167175835,0.00227115585316226
ADSK,3.4931530664670004e-05,0.025194951693647563,-1.964784437915338,10.192267026232244,0.0013864495986899367
ACN,1.638323937512582e-05,0.0185386533051052,0.23249029322609044,2.439741519645003,0.0008837340612337887
EQIX,1.1875067998136626e-05,0.01588314115492974,-0.23716816549720257,-0.5589429334831908,0.0007476523618535553
MO,-3.2866971955668606e-06,0.011207540170836198,1.2337825985698254,5.8689812738948595,-0.00029325767701635097
ISRG,-1.2938971101639493e-05,0.017830504588830884,-0.09043645566067066,0.6454983268084371,-0.00072566488722616
CNP,-1.2679709699991856e-05,0.013824272580061648,0.3004918551630186,0.23043349602867957,-0.0009172062852897908
BLK,-3.261528125372049e-05,0.014958575025361529,0.3433263055910731,0.9218176051813964,-0.00218037354483451
DXCM,-5.748633408779543e-05,0.02417203648968291,0.702952507908592,5.353308140846122,-0.0023782164201320687
WAB,-3.660076197601158e-05,0.013996350232408718,-0.5910447423481706,0.8633058239397964,-0.0026150218712919938
STE,-5.635793339279449e-05,0.0210952455148665,-1.8975946046100125,10.48590500565033,-0.0026715940970242435
CMI,-4.371498219440596e-05,0.01633543184954084,-0.5762996548021512,0.29037634038361704,-0.0026760836564987847
D,-4.084317229123986e-05,0.013867342628656467,-0.20834951229629164,0.05357062804401602,-0.002945277504490198
MS,-5.364147532446499e-05,0.0164823524806923,-0.08301883218785028,1.998049530082353,-0.0032544793218869396
SJM,-3.4461836038563514e-05,0.010453371675166316,-0.054271264901129046,0.6471039964273055,-0.00329671967183882
IP,-6.832851934163781e-05,0.019869067846036745,1.3616406380604256,7.846406612266027,-0.0034389393539298427
MLM,-7.791088687727323e-05,0.01884568271988183,0.4533912514912197,1.8311272386699287,-0.004134150406505504
FFIV,-7.278120671383448e-05,0.01525919051481578,-0.18173276815323702,0.1259382172150323,-0.004769663675354744
AAL,-0.00013440251577439218,0.02632437573160003,-0.09603210762275993,2.9776282987248397,-0.005105629745781744
EFX,-0.000124782760794231,0.018761196292458916,-0.2821408020355607,0.7442378308489701,-0.006651108961766345
AMP,-0.00015720540227242365,0.01922331206061566,-0.6226362798193439,1.8887330743322739,-0.008177852067152514
KHC,-9.88233704979248e-05,0.011583458275382836,-1.97314063869438,11.691142349807421,-0.008531421976798088
FMC,-0.00013015119039947208,0.014589239531928706,-0.4386052812861736,0.26008140733443197,-0.008921040066182669
LNT,-0.0001285366455488401,0.014368198277521333,0.06577864962805516,-0.044233933322534114,-0.008945912567891848
NWSA,-0.00018732390488142685,0.020411606640242826,-1.1434064281693965,5.906537638888776,-0.009177322891971935
BG,-0.0002261365252914169,0.024091895179541946,1.735207124371474,12.539334764953022,-0.009386414958481335
EOG,-0.00022392702249319075,0.022716415922047727,-0.17910231730357304,0.5317222114249462,-0.009857497910832638
COP,-0.000244585614893471,0.02386109711613825,0.3575814058826527,1.788809142443342,-0.010250392666481693
LYV,-0.00022529635667702227,0.020731735456506424,-1.8757301838878804,7.705370909278231,-0.010867221277720652
EVRG,-0.00015606396247394127,0.013812251761748584,0.3361274765013623,0.565969110241709,-0.01129895147916013
IRM,-0.0002137916008121835,0.017876846095238035,-0.2766277061741324,0.2715807227891833,-0.011959134160087247
KLAC,-0.000275752544027407,0.022911020137646516,-0.018602062702629308,0.9550676516124881,-0.012035803834605379
MHK,-0.0003099493733604688,0.025582940877363704,0.06074386803003154,0.0939643815480431,-0.012115470807139228
AVY,-0.00018129280478534836,0.014600216989133162,-0.2206728639538775,-0.42240058514013556,-0.012417130849512943
NWS,-0.00026138688214863393,0.02043947529799627,-1.396783889851277,6.916645461708446,-0.012788336214005372
HST,-0.0002672058142071264,0.020253997698115922,-0.7659119080329974,1.6107023953317121,-0.013192744375199694
TXT,-0.00020012729597529148,0.014777790950431621,-0.15628050722869927,-0.5811487450272819,-0.013542436528339594
PSA,-0.0002260157166347747,0.016617845225407695,-0.5486986008925862,1.0504249997132575,-0.013600783589511962
FE,-0.00022333537384510859,0.013882510583149136,-0.11970660441443043,0.3259301597525992,-0.016087534924424798
EQR,-0.0002688992603425398,0.016525480059914725,0.004319845273128073,0.20694577008013182,-0.016271797210587503
JBHT,-0.0002909042999105613,0.01750783038514822,0.36208708456543204,-0.11717535560861636,-0.016615668161677734
MCK,-0.00019356254796420864,0.011281728814187406,0.5229787118707421,1.007130276935067,-0.017157170780491806
CAT,-0.0003206246389335999,0.01848547965598224,-0.7633204204176876,1.0601017513987943,-0.017344675112600603
PPL,-0.00022651057737137163,0.013042503844012737,-0.029536172591918288,0.33798712309299006,-0.017367108346711593
ALLE,-0.00029929466824626423,0.017070900444868583,-0.6228115979517032,0.7180034170998248,-0.01753244764169605
TJX,-0.0001872109323985247,0.010662485843915668,-0.11079436395412075,0.40367535137703126,-0.017557906771370098
ESS,-0.000330199659870526,0.0187775979017695,-0.4914938736344411,1.6566807370587755,-0.01758476571912373
LOW,-0.0002881919726639522,0.016341146634215205,-0.5374310360947318,2.313280735810581,-0.017635970052464606
QRVO,-0.00042403295176703153,0.022918219469057362,0.33567485797330215,0.4294593102697455,-0.018502002406405624
WTW,-0.00026961051657123543,0.014485971029233078,-1.4521370029090113,7.647740156849584,-0.018611835963716492
PKI,-0.00034236739687202135,0.01817049703967773,-0.11175448900059096,-0.3123839271977742,-0.018841939002792053
TSN,-0.00025172619721913894,0.013211029873065,-0.424277298114609,0.8899271200063676,-0.019054244796794004
BALL,-0.0003493332399106987,0.017231534215201003,-0.1535848551993545,-0.31097069835208124,-0.02027290405763929
STZ,-0.0003392338285547781,0.016577688571407796,-2.9234986171659534,16.939991154312448,-0.020463276716385436
AEP,-0.0002891905443276305,0.013891606957697762,0.4075907594066998,0.7028546902804025,-0.020817645158566857
PAYC,-0.00047065007737835657,0.02257582967023737,-0.1799254645396641,0.21408751133246184,-0.02084752074466763
GS,-0.00037613577873610684,0.016745240582905642,-1.3922039669628012,2.6661509616256955,-0.02246224990759969
WFC,-0.0004488718794602271,0.01978351505047549,-1.0856144628543298,2.741583303871911,-0.022689187351943235
VICI,-0.00029609079027829397,0.01274378107218755,-0.28164687782146025,1.326834648443933,-0.023234139742442084
UNH,-0.0003335825326319635,0.014170367239595692,-0.31922393665124105,2.778577297500883,-0.02354085303448221
NWL,-0.000555245365781414,0.02336953747885969,-0.38812967007538607,1.062097196121882,-0.023759364783479103
AKAM,-0.0004464716515078124,0.018325763242811995,-2.6200580845403416,14.831068813638048,-0.024363059021999218
CL,-0.0002910557005511619,0.011802892372439353,-1.0549199625113892,4.216272368856027,-0.024659692841968044
ATO,-0.00033191493999908236,0.013375744970618464,-0.22923874319637164,0.6297719949759726,-0.024814688133496566
ALK,-0.0005248135390214898,0.02021613793905881,-0.10327253062622438,-0.2933705947225258,-0.025960128517302908
CMS,-0.0003721856182738493,0.013781803847920835,0.10752234024745551,0.3438525846792264,-0.02700558086451059
CPB,-0.00030819387295294225,0.011404337308839697,-0.1606836633160052,0.9418872785866261,-0.027024268452148982
AMT,-0.00047573922535171367,0.017498415165262293,-0.08305751898227334,-0.7478517008907977,-0.027187560750995734
IQV,-0.0004869313999770211,0.017777933499517225,-0.08149458541085296,-0.46019229671168516,-0.027389651333224085
SEDG,-0.001056705202420468,0.03708376359936941,-0.3139585497282866,0.7514534493809619,-0.028495090569459806
FDS,-0.00047332763203184256,0.016101675722385148,-0.968027780832102,2.114006323698371,-0.029396172186836735
CAG,-0.0003284704892093936,0.011142305854430299,-0.3014287688279065,2.022640790254563,-0.029479579316949934
GILD,-0.00040432991685030513,0.013412460598422936,-0.005624174391463317,0.622239070620854,-0.030145841911949182
DXC,-0.000686308389544861,0.022442279748227708,-0.6476682287857427,0.5442869277444964,-0.030581046009778023
J,-0.00045529297431991093,0.014782508644408436,-0.12366866198801435,0.44975833999191117,-0.030799439071671233
VTR,-0.000519501136844789,0.01664306661967108,-0.4569505090470628,0.5158449841531536,-0.031214267701769015
IFF,-0.0008833771364908159,0.028296105426631725,-4.78849251893867,35.82745981267389,-0.031219036088952337
CSX,-0.00047561083189241445,0.014957022502049938,0.19841487188483495,0.1161718816788988,-0.031798496781510456
CRL,-0.0008665033620210283,0.026223978045801594,-0.81052138695634,2.380532314633026,-0.03304240723919283
DTE,-0.0004449328689628935,0.013399732741570441,0.18692768565501627,0.1606847559725435,-0.03320460769956727
AFL,-0.0004952346220753372,0.01444383379123113,-0.9812699797853113,3.5095154359770158,-0.034286923349671525
ABT,-0.00041266256626847227,0.011967543715708653,-0.12609004409478053,-0.6114495977629746,-0.03448180980753883
MRO,-0.0009366500786539378,0.027137742024148384,0.14462262075025423,1.9781107340452584,-0.03451466514128052
AWK,-0.0004903738294058863,0.014146490854195398,-0.045214670678835035,-0.4741297677512355,-0.03466399084126627
IEX,-0.0005211290858986937,0.014790284245439638,-0.6428248109124776,1.1236554951318443,-0.03523455514787527
WHR,-0.000647268982838972,0.017667699417359104,0.18949248759275236,-0.2253126210465295,-0.03663572531707261
XYL,-0.0006739311103319809,0.0183391763843756,-1.1867535601493115,4.199737252814327,-0.03674816666827791
UNP,-0.0006696595042965517,0.01802032305798403,1.9081402880952432,9.601950803120744,-0.037161348447626995
CCI,-0.0006579383676169272,0.01769811171089222,0.13136890543187224,-0.06768109955836499,-0.037175625194636
HAL,-0.001021888839812168,0.027397763071313717,-0.5121776898513668,1.0264971874570499,-0.037298258151670656
TRMB,-0.0007203685954707565,0.019278768525783616,-0.3926940270081388,0.030605790686253798,-0.037365903040296806
SRE,-0.0005057395827899564,0.013492420731001086,-0.3859273570361702,0.09378276729029666,-0.03748323543068409
DVN,-0.001017153759626761,0.027076451197414895,-1.1537537969574856,3.298344637786297,-0.037565992389869504
DGX,-0.0004662391687583927,0.012172875193395613,0.06350357321017165,0.8911247592408911,-0.038301482710621275
APA,-0.0011608632821789554,0.03001319319426562,0.09300032944184176,0.44373100336179094,-0.038678433003281776
ELV,-0.0005703392550508178,0.014648656985473045,-0.31361223858225984,0.9169951510420242,-0.038934576433622456
DUK,-0.00047526713232349377,0.012206750198144371,-0.007999437665614902,-0.24415325168049362,-0.03893477990528079
REG,-0.0006231883920319571,0.01589390392332661,0.07509408664582597,0.05137845702403876,-0.039209271368334984
GM,-0.0010436938781918765,0.02533946222755751,0.14861955775806665,0.9296950098234857,-0.041188477830315776
CZR,-0.001278605474371603,0.030577437909026194,-0.22561721863696554,-0.30627132411829816,-0.04181532403649063
VMC,-0.0006939114053112979,0.01647292820480619,-0.12632423358545333,1.3073779435586106,-0.04212435073375966
DPZ,-0.0009068808511907278,0.021052665045764203,-2.4051381779875807,13.583232284762442,-0.04307677195354382
KDP,-0.0003874940469581177,0.008920083611332901,0.07747392239481349,0.8924922160449356,-0.04344062946515538
FRT,-0.000736715173830808,0.016325270421413282,-0.13134732691550713,1.1073378671369571,-0.04512728762302673
SHW,-0.0009413018204850092,0.020676083734726198,-1.371702625214251,5.437231051904198,-0.045526117642097776
BAC,-0.0008270315356671273,0.017954643062971818,-0.8446481751319656,2.6529695562030273,-0.04606226549681343
O,-0.0005695468196951845,0.011964150680568133,-0.06655553403186555,0.3303922612699508,-0.04760445057083976
AIZ,-0.0008461840284551506,0.01704266598502292,0.1462158687408529,2.1361388668399206,-0.0496509190052059
SYY,-0.0006255912571453799,0.01227416719921637,-0.5989445056333637,1.6459858725602272,-0.05096812247965141
BMY,-0.0005741663334113851,0.010821979499297831,-0.10217829672996787,0.13383784388243747,-0.05305557393161196
ES,-0.0007503317258386291,0.0141155949903852,0.002024579499499505,-0.11959413695002175,-0.05315622376171289
NDSN,-0.0012215449716206609,0.02279771184676606,-3.507094903872985,22.097448759176675,-0.053581911194914136
HIG,-0.0009602927295629661,0.017627257035022156,-0.3487963394284088,0.9921754127622195,-0.054477717528883765
SYF,-0.0014026566669875673,0.025719421525438078,0.09751305207681542,2.5640245892020905,-0.054536866842057635
HON,-0.0006912478425481031,0.012633443801048987,-0.5289610782841554,0.2916259301607407,-0.05471570962232064
MAA,-0.0009065764934754009,0.016372549300653974,-0.03610798794185081,0.4154255894821115,-0.055371736974350674
SPG,-0.0009823690773648512,0.01770474313632205,-0.26930102638468123,0.7330669865983448,-0.055486208966764296
AMGN,-0.0006639694207614601,0.011898629087192346,0.34674090359450827,0.1939886299609812,-0.05580217820859338
DHR,-0.0008462154144926781,0.015069599439501032,0.042513518874023756,0.6638119618462319,-0.0561538093888909
NCLH,-0.0019142520839370949,0.03296917046357525,-0.20599753836523604,0.08985168467465288,-0.05806188196490975
EQT,-0.001705627900775044,0.029347128073915825,-0.14881186628239562,-0.2490021051226199,-0.05811907374647103
ETR,-0.0008814926872517262,0.015165402882389998,-0.41933455597963304,1.0532503763637378,-0.058125240330760476
HAS,-0.0013630269718923277,0.02317528571633173,-0.5137774816471056,1.3397616504286711,-0.05881381522437052
PAYX,-0.0009227458544020771,0.015591187540237592,0.7684057864418392,2.384624794870528,-0.059183808290463005
CBRE,-0.0011032349644464448,0.01833686709970693,-0.3003815261292451,-0.00950944820898414,-0.06016485577648525
EPAM,-0.001568876412738289,0.026045212764624136,-0.020859068517580397,0.3668190931284654,-0.060236651814540465
A,-0.000954599055792243,0.01574385186896409,0.22315226111707046,0.5959848918178547,-0.06063313245941086
DE,-0.0011971266116371658,0.019694980549558073,-0.38596255397076457,3.458141823936116,-0.0607833355623206
KEYS,-0.0012232857576907077,0.019809574630226263,-3.8642332883441517,26.288249845127396,-0.061752247613846685
GL,-0.0009445758626529878,0.015289578211074538,-0.9013594428653909,3.380330848468036,-0.06177906608102591
RF,-0.0013378916641128757,0.021551647065281235,-0.9153565029877669,2.9531012049102072,-0.06207839521779108
BF-B,-0.0007394797751714637,0.011903977718090696,-0.37123284776606535,1.0389276478950906,-0.06212039308908169
SEE,-0.001109956294245568,0.01780949597472814,-0.45607416946679136,1.9605353261381477,-0.06232384654908862
IVZ,-0.0013305343703717612,0.021307289911901332,0.26175763005306263,0.17314235740640704,-0.062445030591552715
LHX,-0.0008782266820284102,0.014020143069502921,1.6443745249622148,11.015925856501408,-0.06264035093470322
IT,-0.0009776808701478206,0.015530881418007078,-0.4907384387285189,0.9449319080923386,-0.06295076524209768
GPC,-0.0009145773075660338,0.014480022383534878,-0.8257027456076678,1.3493090622858155,-0.06316131863207564
TRV,-0.0010023084757749534,0.01583303400248852,-0.39639383736491834,0.7262024148514938,-0.06330488999249405
BBY,-0.0010392317074070566,0.015881391601459835,-0.04300770286856816,-0.07311397153573074,-0.06543706833043077
CB,-0.0009726090868716883,0.01473062273336564,-1.1358963184029272,3.255705131270817,-0.06602633876901058
EMR,-0.0011355549127398394,0.016866106113027492,-1.4835167650244823,3.9402300217426003,-0.06732762767706822
SBAC,-0.0013186215642853653,0.019567277111237805,-0.20637603767917076,-0.029665868113187166,-0.06738911892488401
BBWI,-0.0017071677761178318,0.02494461667474952,1.0097764235942093,2.282175687579202,-0.06843832472462615
ALB,-0.002009045146418594,0.029215280502635263,-0.7576658915879388,1.0023536167460598,-0.06876692990291074
NEE,-0.0010954528994156327,0.015866081621386106,-2.2313450192878057,11.968596658189686,-0.06904369494349864
CPT,-0.0011580154621191412,0.016573657226236316,-0.03814605845559761,0.3817597370553445,-0.06987084662798429
JNJ,-0.0007496808526185185,0.010601031483059548,0.2835301576270348,4.496438896786311,-0.07071772721517795
PFG,-0.001448296409990701,0.020274390964959105,-0.8111762597780358,1.4575475467686578,-0.07143476775671531
HBAN,-0.0019808867961988875,0.027669396967627234,-3.7535458712025114,23.391217656096835,-0.07159125291080591
WAT,-0.0013415537270834595,0.018724965418723646,-0.5311636495018592,2.068710536425205,-0.07164519117039332
GD,-0.0007745554427895134,0.010784790341512819,-0.5280469812750569,0.9235581445954253,-0.07181923971281058
APD,-0.0010899244846341407,0.0146690278215403,-1.5997894268190782,6.934656195476305,-0.07430107147480307
WMB,-0.00101642033950646,0.013559218202669492,-0.09795302789976547,0.10382830537882848,-0.07496157406083712
FITB,-0.002052436874748249,0.027139390670630974,-2.089520054012049,9.216872905204976,-0.07562575371190275
WBA,-0.001227940365596734,0.01615385782513526,-0.7501051768039805,1.9179230255283635,-0.07601530104382061
JCI,-0.0013396910157937197,0.01762167240258644,-0.9287382308466842,1.3616653846347173,-0.07602519132049493
FIS,-0.0023083145013184105,0.029548160141555157,-2.162021686482119,9.105021069908759,-0.07812041393643676
RJF,-0.0016475004478984747,0.021030833904942214,-0.7152228503569418,1.1336853989107212,-0.078337380978094
HII,-0.0009762657815720542,0.012448072043325905,-0.2722543087716632,0.3248247679954739,-0.07842706711321484
MTCH,-0.002109841926784875,0.026854873402070403,-0.33201888904405563,0.007681455203605747,-0.07856458286719067
BAX,-0.0019462939049911267,0.02469260176204272,-2.3722919205195163,9.809942090082757,-0.0788209328343421
DLR,-0.0017053517020946126,0.02140931021415973,-0.33709035461551223,0.17507964847089186,-0.07965467756951478
USB,-0.0022037826022751287,0.02763958539978248,-1.1643304037149462,4.867689663209944,-0.07973283862255301
JKHY,-0.001747348634852102,0.021804373315724313,-2.519677960804296,11.679311591464607,-0.08013753064812894
ROST,-0.0009890228023328091,0.012286693800987803,0.11020486681158692,0.17388816309296917,-0.08049543826454725
OGN,-0.0019988534393536447,0.024620826846785564,-3.3304189383892777,21.885149762217264,-0.08118547162499581
VFC,-0.002346692023662698,0.02864279224845824,-0.43980569725559865,0.4102314159667029,-0.08192958295778631
WRK,-0.0020011766017625048,0.02394939086131831,-2.0734324030762314,11.277510724922127,-0.0835585595203881
HD,-0.0013231308772093267,0.015683301007516772,-1.0575804967683107,4.974814323148531,-0.08436558582757353
TFC,-0.002602288812339886,0.03070763260580677,-2.7324538352139496,16.14363076746821,-0.08474403890867825
KIM,-0.0015948883931237565,0.018673027280954782,-0.1851474989825592,-0.48314277896255886,-0.0854113459551593
KEY,-0.003930150985704751,0.04568540259430078,-4.093899043019121,28.16483553339821,-0.08602640586547078
ETSY,-0.002541831682450045,0.02936988721241856,-0.016854663191316687,0.20499699750804323,-0.08654550370133102
VTRS,-0.0013555040862828147,0.015167458025962467,-0.1221585744586109,-0.10431689646439635,-0.08936923273250989
AMCR,-0.00109236141118661,0.012204481726311233,-1.0262843171105138,3.6239951633039835,-0.08950494053603478
CSGP,-0.0014552998690719992,0.016043954932186223,-0.3941408337976486,1.0413324928746794,-0.09070705291950688
LUV,-0.0018872220927942782,0.020786153484025682,-0.4834483645060408,0.5163637452298588,-0.09079227160737664
NDAQ,-0.001343626363632959,0.014670119425378221,-0.7327079842346521,2.367334411440881,-0.09158932689454352
PRU,-0.001740967490509343,0.018948389769556952,-1.2738837882156457,2.2683053082555897,-0.09187944261661923
INCY,-0.001218779190382695,0.01320057393852161,-0.48722511529162904,-0.08398052790633859,-0.092327742419296
K,-0.0008673337146486835,0.009364218960937233,-0.18126131666383052,1.8615885785561028,-0.09262210957120497
NOC,-0.0013357883228077986,0.014329814298488418,-1.3750937280424909,3.605719727097928,-0.09321742033661276
CMA,-0.0045580362742870025,0.047416739359359784,-3.9748678431099975,25.504362448232353,-0.09612715542801813
AES,-0.001699871528225543,0.017632971495143222,-0.357497759890266,0.14040565940046568,-0.09640301004817883
MMM,-0.001638402025825879,0.016836010547888094,-0.5642094527767174,1.3851898263811728,-0.09731533614603251
AAP,-0.0016661998978196716,0.016917490288090233,-0.2595162487412139,0.5728420804383645,-0.09848978007054994
ADM,-0.0014411049622586058,0.014248475108229627,-0.4452049133678644,0.28586438876204934,-0.10114099588286841
IBM,-0.001148485037139507,0.011339773107776887,-0.7560668660957982,3.123055283662609,-0.1012793665467494
CEG,-0.0019324615700577203,0.018450555078103188,-0.43835545184480523,0.7298331992792657,-0.10473731342376434
ALL,-0.0019574204466503327,0.018464615152550826,-0.7173115533401309,1.6908511577811476,-0.1060092739804502
AIG,-0.002264260957378052,0.02107645316167707,-0.7464375446732773,1.7204556525499486,-0.10743083478083099
MET,-0.0019836502226353745,0.01841594045300077,-0.9971260776321001,1.1343527560149518,-0.10771376176513159
MTB,-0.0022412236567635187,0.02030739227608668,-0.8195133738720648,3.0617240301836066,-0.11036491669108645
PNC,-0.0024706029291771494,0.02126190246139646,-0.744585703822401,0.9945594013507115,-0.11619858258981416
MOH,-0.0017686941728492602,0.015147460481862714,-0.21362711911796706,1.167973513575899,-0.11676506269595893
CF,-0.0024650454924554158,0.02096908732675878,-0.12469352118374417,-0.25201433942784623,-0.11755616513217321
MRNA,-0.003420286542008396,0.029050863843422065,-0.3998765379865471,0.945265386959047,-0.11773441782808966
ZION,-0.005437891067263552,0.04496880527319307,-3.751484267588132,22.002144388404396,-0.12092585147031251
LDOS,-0.001628428252008131,0.013167781620079033,-1.0775152331574835,3.8903654132272747,-0.12366762291417445
ADP,-0.001692262998380634,0.01354950510314448,-0.660744914206913,1.0837916079461936,-0.1248948198106442
BXP,-0.0033495071461119392,0.02623447526048172,-0.26561610478945025,0.20900986596320603,-0.127675782071291
WRB,-0.001837868396581421,0.014196551712147358,-0.03266587893052273,1.0324479104328512,-0.12945878927830332
PEAK,-0.0022543394080846144,0.017179988269240932,-0.4511504981821179,2.010030749788423,-0.13121891428300833
ARE,-0.0027187377639277172,0.02067902998110132,-0.8867280745624054,3.547046235796426,-0.13147317675985706
CFG,-0.0032775851008670313,0.024818437375034707,-1.4841061223882879,5.032413819110153,-0.13206250866398264
LNC,-0.004311966407501045,0.03239446935783719,-0.5596039677700821,0.8205695563334721,-0.1331081043455293
GEN,-0.0026646899096222677,0.019872610545822435,-1.97213651267037,7.336205702508145,-0.1340885689616874
CNC,-0.0020414510225184555,0.015072927612782104,0.21047387520963534,-0.4139268961340479,-0.13543825559059075
DG,-0.0017472811623689623,0.012505933871607852,-0.40349757213025245,0.14050816048854964,-0.1397161683651474
ENPH,-0.005033683991827138,0.03409789358921779,-0.3442113325803608,0.9359432694689422,-0.14762448532653222
SCHW,-0.0051132406233511014,0.034360693933952885,-1.48784579076448,5.068745273271992,-0.14881074966587177
HRL,-0.0017144778139700104,0.011256016056565685,-1.2805565682561282,4.044724549619123,-0.1523165750078997
NSC,-0.0023404092065288434,0.015155497863515454,-0.3644516943010621,0.7145124108334207,-0.1544264152590474
FRC,-0.027317311962523048,0.14837197197847093,-4.176510098182557,23.00303196448157,-0.18411369477846426
CI,-0.0029875293834456633,0.015194292677575681,-0.5612980709806092,0.816828884297824,-0.19662181365341036
DISH,-0.007894248918033779,0.0361482238135081,-0.23515079361541233,-0.38796803347599607,-0.21838552728789415
PFE,-0.0031407595997399364,0.012619105164931728,-1.0954503501513027,2.8217343270082376,-0.24888924838094323
CVS,-0.003216226822930269,0.012032566113640022,0.22608327172735443,0.9143559290812009,-0.2672935093441439
